PMP,INDICE DE MANTENIMIENTO,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,Inicio,Fín,FP,ESTADO,OBSERVACIONES
2026-1,12,LABORATORIO,Microscopio Universal,Leica,DM 1000,297525 - 092007,IM054-00,1,GARANTIA,GALENICA,,,,1. PENDIENTE,
2026-1,13,QUIMIOTERAPIA AMBULATORIA ,Electrocardiógrafo,Mindray,Beneheart R12,FN-0B023299,IM099-23,1,GARANTIA,ARQUIMED,04-04-2023,04-06-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,12,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Equipo de Electroestimulación,ENRAF NONIUS,ENDOMED 482,45306,IM114-22,1,GARANTIA,ANDOVER,,,11. NOVIEMBRE,1. PENDIENTE,
2026-1,12,LABORATORIO DE BIOLOGÍA MOLECULAR,Gabinete de Bioseguridad,NUAIRE,NV 540-300E,196614013120,IM007-20,1,COMPRA DE SERVICIO,RAMPER MEDICAL SPA,,,11. NOVIEMBRE,1. PENDIENTE,
2026-1,12,ANATOMIA PATOLOGICA,Microscopio Universal,Leica,DM1000LED,345857 - 122011,,1,GARANTIA,GALENICA,,,,1. PENDIENTE,
2026-1,12,ANATOMIA PATOLOGICA,Microscopio Universal,Leica,DM1000LED,345891 - 122012,,1,GARANTIA,GALENICA,,,,1. PENDIENTE,
2026-1,12,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Ultrasonoterapia combinada,ENRAF NONIUS,SONOPLUS 492,45.083,,1,GARANTIA,ANDOVER,,,11. NOVIEMBRE,1. PENDIENTE,
2026-1,13,TRAUMATOLOGIA,Electrocardiógrafo,General Electric,Mac1600,SDE14080067NA,IM080-23,1,INTERNO,EEMM,,,01. ENERO,1. PENDIENTE,
2025-1,13,PABELLÓN CENTRAL,Electrocardiógrafo,General Electric,MAC600,SF712514811PA,IM096-00,1,INTERNO,EEMM,,,01. ENERO,1. PENDIENTE,
2026-1,13,PABELLÓN CENTRAL,Electrocardiógrafo,General Electric,MAC600,SF712514811PA,IM096-00,1,INTERNO,EEMM,,,01. ENERO,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133114,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133260,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,NEONATOLOGIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133282,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133307,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133337,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137725,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137743,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137756,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137853,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137921,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138593,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138674,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138680,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138682,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138745,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138754,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138786,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138827,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138868,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138935,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200612139154,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133114,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133260,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,NEONATOLOGIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133282,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133307,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133337,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137725,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137743,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137756,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137853,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137921,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138593,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138674,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138680,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138682,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138745,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138754,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138786,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138827,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138868,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138935,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2026-2,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200612139154,,2,INTERNO,EEMM,,,12. DICIEMBRE,1. PENDIENTE,
2025-1,13,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,Audiómetro,Interacoustics,AD629,912914,IM059-13,1,COMPRA DE SERVICIO,GAES,,,,1. PENDIENTE,
2025-1,13,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,Audiómetro,Interacoustics,AD629,937149,IM060-00,1,COMPRA DE SERVICIO,GAES,,,,1. PENDIENTE,
2025-1,15,PEDIATRIA,Base Humidificadora,Fisher & Paykel,MR850ALU,230620623067,,1,COMPRA DE SERVICIO,MEDIPLEX,,,,1. PENDIENTE,
2025-1,15,PEDIATRIA,Base Humidificadora,Fisher & Paykel,MR850ALU,230620623068,,1,COMPRA DE SERVICIO,MEDIPLEX,,,,1. PENDIENTE,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290202,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290203,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290208,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290209,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290212,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,CARDIOLOGÍA,Cama Electromecánica,Linet,Eleganza 2,20200290213,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290220,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290221,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290226,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Cama Electromecánica,Linet,Eleganza 2,20200290227,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,HRC,Cama Electromecánica Alta Complejidad,Linet,Multicare,20120049367,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,Linet,Multicare,20120049392,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,Linet,Multicare,20120056833,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,Linet,Multicare,20120056841,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,Linet,Multicare,20120056851,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,Linet,Multicare,20120056861,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,Linet,Multicare,20120059204,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,Linet,Multicare,20120059209,,1,COMPRA DE SERVICIO,HOFFMAN,,,,2. SEM EN CURSO,
2025-1,12,LABORATORIO,Campana de Flujo Laminar,NUVE,MN090,02-0178,IM110-00,1,INTERNO,EEMM,,,,1. PENDIENTE,
2025-1,14,CDT - POLICLINICO DE OFTALMOLOGIA,Campímetro computarizado,CARL ZEISS,HFA 3-860,860-10755,IM045-15,1,COMPRA DE SERVICIO,QUALITEK,,,,2. SEM EN CURSO,
2025-1,13,LABORATORIO,Centrífuga,Hettich,Rotofix 32A,0033501-04,IM134-00,1,PENDIENTE,GRUPO BIOS,,,,1. PENDIENTE,
2025-1,13,ANATOMIA PATOLOGICA,Centrífuga,Hettich,Rotofix 32A,0045993-05,IM132-22,1,PENDIENTE,GRUPO BIOS,,,,1. PENDIENTE,
2025-1,13,ANATOMIA PATOLOGICA,Centrífuga,Hettich,Rotofix 32A,0046557-05,IM133-22,1,PENDIENTE,GRUPO BIOS,,,,1. PENDIENTE,
2025-1,13,LABORATORIO,Centrífuga,THERMO,ST1 PLUS - MD,43098250,IM135-00,1,PENDIENTE,GRUPO BIOS,,,,1. PENDIENTE,
2025-1,13,LABORATORIO,Centrífuga,Eppendorf,5804 R,5805CK164465,IM145-00,1,PENDIENTE,GRUPO BIOS,,,,1. PENDIENTE,
2025-1,13,LABORATORIO,Centrífuga,WS,TD5,F2004344QS,,1,PENDIENTE,GRUPO BIOS,,,,1. PENDIENTE,
2025-1,13,INGENIERIA CLINICA Y EQUIPOS MEDICOS,Centrífuga,HETTICH,UNIVERSAL 320 R,00024929-01-00,IM141-00,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,LABORATORIO DE BIOLOGÍA MOLECULAR,Centrífuga,NUAIRE,C200E,19730903102,IM140-20,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,MEDICINA TRANSFUSIONAL,Centrífuga,GRIFOLS,DG Spin,320-0009065,IM136-00,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,MEDICINA TRANSFUSIONAL,Centrífuga,Thermo Fisher Scientific,Megafuge 1.0,40891044,IM137-21,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,LABORATORIO,Centrífuga,THERMO,LEGEND MACH,40917842,IM139-18,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,MEDICINA TRANSFUSIONAL,Centrífuga,Thermo Fisher Scientific,Megafuge 1.0,40937899,IM138-00,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,LABORATORIO,Centrífuga,THERMO,Sorvall ST-40,41509601,IM143-18,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,LABORATORIO,Centrífuga,WS,TD5,F2004330QS,IM144-00,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,0,MEDICINA TRANSFUSIONAL,Centrifuga - Lavadora de Glóbulos Rojos,HETTICH,ROTOLAVIT II,314,IM142-00,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,,LABORATORIO,Centrifuga refrigerada,Hettich,Rotina 420R,0011685-11,IM146-19,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,12,GINECOLOGIA Y OBSTETRICIA,Cuna de Procedimiento,Drager,BABYTHEM,ASDB-0055,IM116-00,0,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Electrocardiógrafo,Comen Medical,CM-300,30160620024G,IM089-24,1,DADO DE BAJA,,,,,DADO DE BAJA,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Electrocardiógrafo,Comen Medical,CM-300,30160620025G,IM088-24,1,DADO DE BAJA,,,,,DADO DE BAJA,
2025-1,13,SALUD MENTAL,Electrocardiógrafo,COMEN MEDICAL,CM-300,30160620027G,IM095-19,1,DADO DE BAJA,,,,,DADO DE BAJA,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Electrocardiógrafo,Comen Medical,CM-300,30160620030G,,1,DADO DE BAJA,,,,,DADO DE BAJA,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Electrocardiógrafo,Comen Medical,CM-300,30160620031G,IM090-24,1,DADO DE BAJA,,,,,DADO DE BAJA,
2025-1,13,URGENCIA ADULTO/PEDIÁTRICO,Electrocardiógrafo,Comen Medical,CM-300,30160620032G,IM091-24,1,DADO DE BAJA,,,,,DADO DE BAJA,
2025-1,12,NEUROCIRUGIA/NEUROLOGIA,Electroencefalógrafo Portátil,NATUS,TREXHD,8043N2861,IM106-20,1,COMPRA DE SERVICIO,ANDOVER,,,,2. SEM EN CURSO,
2025-1,12,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Equipo de Electroestimulación,Roundwhale,R-C101F,SIN SERIE 13,,1,COMPRA DE SERVICIO,,,,,1. PENDIENTE,
2025-1,13,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Equipo de Electroestimulación,ENRAF NONIUS,ENDOMED 982,13415,,1,COMPRA DE SERVICIO,ANDOVER,,,,2. SEM EN CURSO,
2025-1,13,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Equipo de Electroestimulación,ENRAF NONIUS,ENDOMED 982,13556,,1,COMPRA DE SERVICIO,ANDOVER,,,,2. SEM EN CURSO,
2025-1,15,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,Equipo de Potenciales Evocados Auditivos (ECLIPSE EP25),Interacoustics,Eclipse,934416,IM061-19,1,COMPRA DE SERVICIO,GAES,,,,1. PENDIENTE,
2025-1,0,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Equipo Láser Terapia,CHACTANOOGA,2779,1933,IM043-00,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,12,PABELLÓN CENTRAL,Equipo Terapia Electroconvulsiva (TEC),"SOMATICS, LLC",THYMATRON SYSTEM IV,44146,,1,COMPRA DE SERVICIO,LUIS ROBERTO EMILIO SANDOVAL ORELLANA,,,,2. SEM EN CURSO,
2025-1,13,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,Equipo TITAN,Interacoustics,Titan,926308,IM062-19,1,COMPRA DE SERVICIO,GAES,,,,1. PENDIENTE,
2025-1,13,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Espirómetro,MGC Diagnostics,CPFS/D - USB,220007271,IM046-00,1,COMPRA DE SERVICIO,PLUSMEDICAL,,,,4. EJECUTADO,
2025-1,13,ANATOMIA PATOLOGICA,Estación macroscopía,Motech,GL105,5114,IM004-10,1,PENDIENTE,,,,,1. PENDIENTE,
2025-1,13,ANATOMIA PATOLOGICA,Estación macroscopía,Hiplaas,EVO-150,ME070-23,IM005-23,1,GARANTIA,PLUSMEDICAL,25-09-2023,25-09-2026,,3. AGENDADO,
2025-1,17,PABELLÓN CENTRAL,Facoemulsificador,OPTIKON,R-EVOLUTION CR,38BG,IM039-22,0,DADO DE BAJA,,,,,DADO DE BAJA,
2026-1,12,LABORATORIO,Gabinete de Bioseguridad,BIOBASE,BSC-1300IIA2-X,BSC13AA230800210A,IM006-23,1,GARANTIA,LTECH,26-08-2025,26-08-2026,,1. PENDIENTE,
2025-1,12,LABORATORIO,Gabinete de Bioseguridad,CIENTEC,S/M,BH-EN-2000,IM006-23,1,DADO DE BAJA,,,,,DADO DE BAJA,
2025-1,13,CDT - ENDOSCOPIA,Gabinete de Endoscopios,Torvan Medical,4362SCSHG-20PSD2TSDS,5545,IM065-22,1,COMPRA DE SERVICIO,ENDOS,,,,1. PENDIENTE,
2025-1,12,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,Impedanciómetro,Interacoustics,AT235,1048922,IM063-00,1,COMPRA DE SERVICIO,GAES,,,,1. PENDIENTE,
2025-1,12,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,Impedanciómetro,Interacoustics,AT235,3006845,IM064-19,1,COMPRA DE SERVICIO,GAES,,,,1. PENDIENTE,
