PMP,CATEGORÍA,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,Nuevo NIC (Transición),FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,FP,PLANILLA MINSAL (LPF),SITUACIÓN (LPF),ESTADO,FORMATO PROTOCOLO (NICOLE),N° GS (NICOLE),FECHA (NICOLE),OBSERVACIÓN MANTENIMIENTO,FECHA REPROGRAMACIÓN,OBERVACIÓN PROGRAMACIÓN,MEMORANDO A CALIDAD,,,,,
2025-1,EC,TRAUMATOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2575,MD012-12,MD012-12,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6386,31-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2593,MD013-12,MD013-12,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6388,31-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CDT - POLI TARUMATOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,349,MD014-16,MD014-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6564,16-04-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,CDT - PROCEDIMIENTOS ONCOLOGICOS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,353,MD015-16,MD015-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6568,09-04-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,CDT - POLI INMUNOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,356,MD016-16,MD016-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6562,25-04-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,CDT - POLI OTORRINO,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,373,MD017-16,MD017-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6563,25-04-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,HEMODIÁLISIS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,3372,MD018-16,MD018-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6569,05-05-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,UTI,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,388,MD019-16,MD019-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6384,31-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,SALUD MENTAL,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,357,MD020-16,MD020-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6349,09-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,SALUD MENTAL,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,372,MD021-16,MD021-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6350,9-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,331,MD022-16,MD022-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6317,05-04-2025,"Se encuentra sucio con gel seco, equipo operativo",,,,,,,,
2025-1,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,344,MD023-16,MD023-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6319,05-04-2025,"Se encuentra sucio con gel seco, equipo operativo",,,,,,,,
2025-1,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,348,MD024-16,MD024-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6315,05-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,360,MD025-16,MD025-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6578,29-05-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,370,MD026-16,MD026-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6318,05-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,386,MD027-16,MD027-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6316,05-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,350,MD028-16,MD028-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6579,27-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,URGENCIA OBSTÉTRICA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,385,MD029-16,MD029-16,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6314,05-04-2025,"Se cambia batería, equipo operativo",,,,,,,,
2025-1,EC,CDT - ENDOSCOPÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2081,MD030-18,MD030-18,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6561,16-4-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,CDT - POLICLÍNICO CARDIOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2046,MD031-18,MD031-18,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6565,25-04-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,CDT - POLICLÍNICO TOMA DE MUESTRAS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2045,MD032-18,MD032-18,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6567,25-04-2025,"Se cambia batería, equipo operativo",,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2049,MD033-18,MD033-18,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6572,5-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCI,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2048,MD034-18,MD034-18,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6387,31-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,PARTOS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2047,MD035-18,MD035-18,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6575,05-05-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,UCI,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2026,MD036-18,MD036-18,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6395,31-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEONATOLOGÍA,MONITOR DESFIBRILADOR,Mindray,BENEHEARTH D6,DZ-99005433,MD037-20,MD037-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6571,5-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR DESFIBRILADOR,MINDRAY,D3,EZ-2A099713,MD039-23,MD039-23,2,GARANTIA,ARQUIMED,4-abril,NO,EJECUTADO,6. CERRADO,FÍSICO,OT192524,25-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,IMAGENOLOGÍA,MONITOR DESFIBRILADOR,MINDRAY,D3,EZ-2A099706,MD040-23,MD040-23,2,GARANTIA,ARQUIMED,4-abril,NO,EJECUTADO,6. CERRADO,FÍSICO,OT192523,25-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2612,MD041-12,MD041-12,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6383,31-03-2025,"Se cambia batería, equipo operativo",,,,,,,,
2025-1,EC,UTI,MONITOR DESFIBRILADOR,PHILIPS,HEARTSTAR MRX,THS729,MD042-13,MD042-13,2,INTERNO,EEMM,4-abril,NO,NE - SUGERIDO A LA BAJA,6. CERRADO,,6580,27-05-2025,Equipo NO OPERATIVO,,,,,,,,
2025-1,EC,PARTOS,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,3529,MD043-20,MD043-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6574,05-05-2025,"Se realiza cambio de batería, equipo operativo",,,,,,,,
2025-1,EC,PENSIONADO,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5531E,2608,MD044-12,MD044-12,2,INTERNO,EEMM,4-abril,NO,NE - SUGERIDO A LA BAJA,6. CERRADO,,6676,30-5-2025,"Equipo NO OPERATIVO, se sugiere la baja",,,,,,,,
2025-1,EC,PEDIATRÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102873,MM008-12,MM008-12,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6404,15-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,PEDIATRÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102874,MM009-12,MM009-12,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6405,15-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PARTOS,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102879,MM010-12,MM010-12,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6411,15-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,MEMORIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo,102875,MM011-12,MM011-12,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6445,21-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002013813,MM033-23(D),MM033-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6424,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,RESERVA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000613813,MM034-23(D),MM034-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6412,16-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,RESERVA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002563813,MM035-23(D),MM035-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6560,6-5-2025,Equipo operativo,,,,,,,,
2025-1,EC,MEDICINA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002353813,MM036-23(D),MM036-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6309,03-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000093813,MM037-23(D),MM037-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6343,08-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000199813,MM039-23(D),MM039-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6415,14-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000623813,MM040-23(D),MM040-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6344,10-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103001873813,MM041-23(D),MM041-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6345,10-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,RESERVA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103001423813,MM042-23(D),MM042-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6408,15-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103001983813,MM043-23(D),MM043-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6401,14-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002493813,MM044-23(D),MM044-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6402,14-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103004953713,MM045-23(D),MM045-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6558,24-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002303813,MM046-23(D),MM046-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6416,14-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,REHABILITACIÓN,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002393813,MM047-23(D),MM047-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6533,21-4-2025,equipo operativo ,,,,,,,,
2025-1,EC,CDT - DOLOR,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002443813,MM058-23(D),MM058-23(D),2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6538,22-05-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRURGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039741,MM059-20,MM059-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6425,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRURGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039576,MM060-20,MM060-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6423,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039685,MM061-20,MM061-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6426,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039624,MM062-20,MM062-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6427,18-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039700,MM063-20,MM063-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6428,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039765,MM064-20,MM064-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6429,18-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039111,MM065-20,MM065-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6430,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039760,MM066-20,MM066-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6431,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039626,MM067-20,MM067-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6432,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039694,MM068-20,MM068-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6433,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039691,MM069-20,MM069-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6434,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,Mindray,UMEC12,KQ-04039693,MM070-20,MM070-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6435,18-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,RESERVA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039095,MM071-20,MM071-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6375,26-3-2025,Equipo operativo,,,,,,,,
2025-1,EC,RESERVA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039628,MM072-20,MM072-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6417,15-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,RESERVA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039057,MM073-20,MM073-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6418,15-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039639,MM074-20,MM074-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6145,24-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039086,MM075-20,MM075-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6143,24-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039712,MM076-20,MM076-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6588,28-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039124,MM077-20,MM077-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6587,28-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039742,MM078-20,MM078-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6399,01-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039675,MM079-20,MM079-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6142,24-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039715,MM080-20,MM080-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6400,02-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039065,MM081-20,MM081-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6147,25-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039737,MM082-20,MM082-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6144,24-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039733,MM083-20,MM083-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6140,24-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039767,MM084-20,MM084-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6141,24-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039622,MM085-20,MM085-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6146,25-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,CARDIOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD (TRANSPORTE),MINDRAY,BeneVision N1,AA3-04017050,MM086-20,MM086-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6589,28-4-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039665,MM087-20,MM087-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6382,27-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039582,MM088-20,MM088-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6301,02-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039081,MM089-20,MM089-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6379,27-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039008,MM090-20,MM090-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6381,27-3-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039094,MM091-20,MM091-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6377,26-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039067,MM092-20,MM092-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6305,02-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,BeneVision N15,F5-04017488,MM093-20,MM093-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6149,25-03-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,BeneVision N15,F5-04017538,MM094-20,MM094-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6303,02-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,BeneVision N15,F5-04017470,MM095-20,MM095-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6307,03-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,Umec12,KQ-04039696,MM096-20,MM096-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6398,01-04-2025,Equipo operativo,,,,,,,,
2025-1,EC,UTI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,MINDRAY,BeneVision N15,F5-04017521,MM097-20,MM097-20,2,INTERNO,EEMM,4-abril,NO,EJECUTADO,6. CERRADO,DIGITAL,6150,26-03-2025,Equipo operativo,,,,,,,,
