RESPONSABLE CATASTRO,FECHA,SERVICIO CLÍNICO,RECINTO (SECTOR),RECINTO,CLASE,SUBCLASE,NOMBRE EQUIPO,SUB EQUIPO,MARCA,MODELO,SERIE,N° INVENTARIO,NIC,AÑO DE ADQUISICIÓN,ORIGEN,COSTO,PROPIO / ARRIENDO / COMODATO,ESTADO (BUENO / REGULAR / MALO / BAJA),GESTIÓN AMBIENTAL,PMP,CRÍTICO/ RELEVANTE / IM≥12 / NO APLICA,APLICA LICITACIÓN,OBSERVACIÓN
HERMAN,15-03-2024,CDT - CURACIONES SIMPLES,1ER PISO CDT,D95 CURACIONES AVANZADAS Y COMPLEJAS,Apoyo Quirúrgico,Mediano Costo,Lámpara de examen,,KAWE,MASTER LIGHT,1012000002,NO ENCONTRADO,,,,,PROPIO,BUENO,50W,,NO APLICA,Ampolletas,
HERMAN,20-03-2024,CDT - POLI DERMATOLOGÍA,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Diagnóstico,Bajo Costo,Lámpara de examen,,PROVITA,L121111A,1608013,306U2P20266639,,,,,PROPIO,BUENO,26 VA,,NO APLICA,Ampolletas,
ISAIAS,19-02-2024,CDT - POLI DERMATOLOGÍA,BOX DERMATOLOGIA,U2027,Apoyo Diagnóstico,Bajo Costo,Lámpara de examen,,PROVITA,L121111A,1608022,306U2P20276650,,,,,PROPIO,BUENO,26 VA,,NO APLICA,Ampolletas,
ALEXANDRA,19-02-2024,CDT - POLI TRAUMATOLOGIA,BOX TRAUMATOLOGIA,U2033,Apoyo Diagnóstico,Bajo Costo,Lámpara de examen,,PROVITA,L121111A,1608010,306U2P20336714,,,,,PROPIO,BUENO,26 VA,,NO APLICA,Ampolletas,
ALEXANDRA,19-02-2024,CDT - POLI TRAUMATOLOGIA,BOX TRAUMATOLOGIA,U2031,Apoyo Diagnóstico,Bajo Costo,Lámpara de examen,,PROVITA,L121111A,1608015,306U2P20316686,,,,,PROPIO,BUENO,26 VA,,NO APLICA,Ampolletas,
HERMAN,15-03-2024,CDT - POLICLÍNICO GINECOLOGÍA,1ER PISO CDT,BOX ATENCIÓN GINECOLÓGICA D93,Apoyo Quirúrgico,Mediano Costo,Lámpara de examen,,PHILIPS,BURTON,SN5264535,NO ENCONTRADO,,2023,DONACIÓN FEDES,0,PROPIO,BUENO,200W,,NO APLICA,Ampolletas,DONACIÓN FEDES
HERMAN,15-03-2024,CDT - POLICLÍNICO GINECOLOGÍA,1ER PISO CDT,BOX 1,Apoyo Diagnóstico,Bajo Costo,Lámpara de examen,,PROVITA,L121111A,1608009,306U2P20436862,,,,,PROPIO,BUENO,26 VA,,NO APLICA,Ampolletas,
HERMAN,15-03-2024,CDT - POLICLÍNICO GINECOLOGÍA,1ER PISO CDT,BOX PERITAJE,Apoyo Diagnóstico,Bajo Costo,Lámpara de examen,,PROVITA,L121111A,1608019,306U2P20346725,,,,,PROPIO,BUENO,26 VA,,NO APLICA,Ampolletas,
ALEXANDRA,19-02-2024,CDT - TOMA DE MUESTRAS,TOMA DE MUESTRAS,U2029,Apoyo Diagnóstico,Bajo Costo,Lámpara de examen,,PROVITA,L121111A,1608005,NO ENCONTRADO,,,,,PROPIO,BUENO,26 VA,,NO APLICA,Ampolletas,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,ANAT. PAT,Laboratorio/Farmac,Mediano Costo,Montador de láminas,,LEICA,HISTOCORE SPECTRA CV,584,NO ENCONTRADO,IM057-23,2023,,,PROPIO,BUENO,1100 VA,,IM>12,,
HERMAN,17-06-2024,CDT - ENDOSCOPIA,1ER PISO ENDOSCOPIA,C033,Apoyo Endoscópico,Mediano Costo,Reprocesadora automática,,CHOYANG,LB-04E,BI-EWRE-1-ABA,NO ENCONTRADO,IM058-18,2018,,,PROPIO,BUENO,670 VA,,IM>12,,
ISAIAS,19-02-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,BOX,U2068,Apoyo Diagnóstico,Alto Costo,Audiómetro,,INTERACOUSTICS,AD629,912914,NO ENCONTRADO,IM059-13,2013,,,PROPIO,BUENO,50W,,IM>12,,
HERMAN,19-08-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,1ER PISO REHABILITACIÓN,SALA CÁMARA SILENTE REHABILITACIÓN,Apoyo Diagnóstico,Alto Costo,Audiómetro,,INTERACOUSTICS,AD629,937149,NO ENCONTRADO,IM060-00,2023,,,PROPIO,BUENO,50W,,IM>12,,
HERMAN,19-08-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,1ER PISO REHABILITACIÓN,SALA CÁMARA SILENTE REHABILITACIÓN,Apoyo Diagnóstico,Alto Costo,Equipo de potenciales evocados auditivos (eclipse ep25),,INTERACOUSTICS,ECLIPSE EP25,934416,ORL-R01,IM061-19,2019,,,PROPIO,BUENO,50W,,IM>12,,
HERMAN,19-08-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,2DO PISO CDT,SALA CÁMARA SILENTE REHABILITACIÓN,Apoyo Diagnóstico,Alto Costo,Equipo titan,,INTERACOUSTICS,TITAN PREAMPLIFIER,926308,NO ENCONTRADO,IM062-19,2019,,,PROPIO,BUENO,50W,,IM>12,,
HERMAN,19-08-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,1ER PISO REHABILITACIÓN,SALA CÁMARA SILENTE REHABILITACIÓN,Apoyo Diagnóstico,Alto Costo,Impedanciómetro,,INTERACOUSTICS,AT235,1048922,NO ENCONTRADO,IM063-00,2023,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,19-08-2024,CDT - POLICLINICO DE OTORRINOLARINGOLOGIA,2DO PISO CDT,"SALA CÁMARA SILENTE, 2DO PISO",Apoyo Diagnóstico,Alto Costo,Impedanciómetro,,INTERACOUSTICS,AT235,3006845,NO ENCONTRADO,IM064-19,2019,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,17-06-2024,CDT - ENDOSCOPIA,1ER PISO ENDOSCOPIA,C035,Mobiliario,Alto Costo,Gabinete de endoscopios,,TORVAN MEDICAL,4362SCSHG-20PSD2TSDS,5545,NO ENCONTRADO,IM065-22,2022,,,PROPIO,BUENO,230VA,,IM>12,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 1,Apoyo Diagnóstico,Mediano Costo,Inyectora medio de contraste,,MEDRAD,STELLANT,200605,NO ENCONTRADO,IM066-21,2021,,,PROPIO,NO UTIILIZADO,500VA,,IM>12,,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,ANAT. PAT,Laboratorio/Farmac,Alto Costo,Procesador tejidos,,LEICA,ASP6025,2243,NO ENCONTRADO,IM067-19,2019,,,PROPIO,BUENO,300W,,IM>12,,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,ANAT. PAT,Laboratorio/Farmac,Alto Costo,Tincionador de láminas,,LEICA,ST5020,3139,NO ENCONTRADO,IM068-19,2019,,,PROPIO,BUENO,1200 VA,,IM>12,,
HERMAN,30-01-2024,GINECOLOGIA Y OBSTETRICIA,Maternidad 7mo,TN7096,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 3100,A3100-010008,NO TIENE,IM069-00,2011,,,PROPIO,BUENO,24 V,,IM>12,,IM SEGÚN OMS
HERMAN,31-01-2024,UROLOGIA,Urología 6to,TN6023,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 8500,E8500-001461,306TN6P609204304,IM070-00,2012,,,PROPIO,BUENO,"24 V / 2,0 A",,IM>12,,
HERMAN,01-02-2024,NEUROCIRUGIA/NEUROLOGIA,5TO PISO - ALA SUR,TN5023,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,COMEN MEDICAL,CM 1200,90120917016U,NO REGISTRADO,IM071-00,2013,,,PROPIO,BUENO,35VA,,IM>12,,IM SEGÚN OMS
HERMAN,02-02-2024,CIRUGIA,Cirugía 6to,TN6097,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 8500,E8500-001450,NO REGISTRADO,IM072-00,2012,,,PROPIO,BUENO,24V,,IM>12,,IM SEGÚN OMS
HERMAN,05-02-2024,CARDIOLOGÍA,Cardiología 4to,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 8500,E8500-001457,NO REGISTRADO,IM073-00,,,,PROPIO,BUENO,24V,,IM>12,,IM SEGÚN OMS
HERMAN,05-02-2024,CARDIOLOGÍA,Cardiología 4to,TN4012,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,TRISMED,CARDIPIA 400H,C400202070,NO REGISTRADO,IM074-21,2020,,,PROPIO,BUENO,50VA,,IM>12,,IM SEGÚN OMS
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,PASILLO DE EQUIPOS,U1027,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,TRISMED,CARDIPIA 400H,C400202071,306TN1P10076937,IM075-20,2020,,,PROPIO,BUENO,35VA,,IM>12,,IM SEGÚN OMS
HERMAN,14-02-2024,UNIDAD PACIENTE CRITICO (UPC),UCI,BODEGA,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,TRISMED,CARDIPIA 400H,C400202072,NO ENCONTRADO,IM076-20,2020,,,PROPIO,BUENO,25-79 VA,,IM>12,,IM SEGÚN OMS
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,PASILLO DE EQUIPOS,U1046,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,TRISMED,CARDIPIA 400H,C400202073,306TN1P10106938,IM077-20,2020,,,PROPIO,BUENO,35VA,,IM>12,,IM SEGÚN OMS
HERMAN,05-09-2024,MEDICINA,Medicina 5to,TN5096,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,EDAN,SE-1200,460016-M22512510009,SIN REGISTRO,IM078-23,2023,1180885-24-LE22 / P. Rep. FNDR 2022 ," $ 3,867,500 ",PROPIO,BUENO,35VA,,IM>12,,
HERMAN,05-09-2024,MEDICINA,Medicina 5to,TN5096,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,EDAN,SE-1200,460016-M22512510008,SIN REGISTRO,IM079-23,2023,1180885-24-LE22 / P. Rep. FNDR 2022 ," $ 3,867,500 ",PROPIO,BUENO,35VA,,IM>12,,
HERMAN,06-02-2024,TRAUMATOLOGIA,Traumatología 3ro,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,GE HEALTHCARE,MAC1600,SDE14080067NA,NO REGISTRADO,IM080-23,2023,FEDES, $ -   ,PROPIO,BUENO,35VA,,IM>12,,
HERMAN,06-02-2024,UROLOGIA,Urología 2do piso,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,GE HEALTHCARE,MAC1600,SDE13230083NA,NO REGISTRADO,IM081-23,2023,FEDES, $ -   ,PROPIO,BUENO,35VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3092,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 8500,E8500-001452,306TN3P309801875,IM082-00,2012,,,PROPIO,BUENO,24 V,,IM>12,,"EQUIPO PRESENTA FALLAS, IM SEGÚN OMS"
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 8500,E8500-001451,NO REGISTRADO,IM083-00,2012,,,PROPIO,NO OPERATIVO,24V,,IM>12,,IM SEGÚN OMS
ALEXANDRA,15-02-2024,MEDICINA NUCLEAR,SALA DE PROCEDIMIENTOS,U2079,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 8500,E8500-001458,NO ENCONTRADO,IM084-00,2012,,,PROPIO,BUENO,"24V 2,0A",,IM>12,,IM SEGÚN OMS
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,REANIMACIÓN ADULTO,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,CARDIOLINE,ECG 100S,122308,NO REGISTRADO,IM085-24,2024,,,PROPIO,BUENO,35VA,,IM>12,,"Res. Exenta N°710. Financiada por la institución educativa por el uso de los campos clínicos del HRC, IM SEGÚN OMS"
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,REANIMACIÓN ADULTO,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,CARDIOLINE,ECG 100L,0563230E,NO REGISTRADO,IM086-24,2024,,,PROPIO,BUENO,35VA,,IM>12,,IM SEGÚN OMS
HERMAN,05-09-2024,CARDIOLOGÍA,Cardiología 4to,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,CARDIOLINE,ECG 100S,0512230D,NO REGISTRADO,IM087-24,2024,,,PROPIO,BUENO,35VA,,IM>12,,IM SEGÚN OMS
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,1ER PISO - URGENCIAS,TN1007 - BODEGA,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,COMEN MEDICAL,CM-300,30160620025G,NO ENCONTRADO,IM088-24,2016,,,PROPIO,NO OPERATIVO,35 VA,,IM>12,,IM SEGÚN OMS
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,PASILLO DE EQUIPOS,U1046,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,COMEN MEDICAL,CM-300,30160620024G.,306U1P10145266,IM089-24,2016,,,PROPIO,BUENO,35 VA,,IM>12,,IM SEGÚN OMS
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,PASILLO DE EQUIPOS,U1046,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,COMEN MEDICAL,CM-300,30160620031G.,306U1P10145266,IM090-24,2016,,,PROPIO,NO OPERATIVO,35 VA,,IM>12,,IM SEGÚN OMS
HERMAN,12-02-2024,URGENCIA ADULTO/PEDIÁTRICO,REANIMACIÓN ADULTO,U1045,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,COMEN MEDICAL,CM-300,30160620032G.,306U1P10165292,IM091-24,2016,,,PROPIO,NO OPERATIVO,35 VA,,IM>12,,IM SEGÚN OMS
ISAIAS,14-02-2024,UNIDAD PACIENTE CRITICO (UPC),4TO PISO - ALA NORTE - UTI,TN4090,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,BURDICK,ATRIA 8500,E8500-001448,NO ENCONTRADO,IM092-00,2012,,,PROPIO,BUENO,50VA,,IM>12,,
ISAIAS,14-02-2024,UNIDAD PACIENTE CRITICO (UPC),4TO PISO - ALA NORTE - UTI,TN4090,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,SCHILLER,CARDIOVIT-FT1,1060000959,306MAMA1P006199,IM093-00,,,,PROPIO,BUENO,30 VA,,IM>12,,IM SEGÚN OMS
HERMAN,27-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,POST-OPERADO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,NIHON KOHDEN,ECG-1150,07344K,NO ENCONTRADO,IM094-00,2013,,,PROPIO,BUENO,45 W,,IM>12,,"EQUIPO PRESENTA FALLAS, IM SEGÚN OMS"
HERMAN,12-03-2024,SALUD MENTAL,HOSPITALIZADOS - 2DO PISO,P2007,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,COMEN MEDICAL,CM-300,30160620027G,NO ENCONTRADO,IM095-19,2019,,,PROPIO,BUENO,35 VA,,IM>12,,IM SEGÚN OMS
HERMAN,13-03-2024,PABELLÓN CENTRAL,CDT - PABELLÓN AMBULATORIO,C060 RECUPERACIÓN,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,GENERAL ELECTRIC,MAC600,SF712514811PA,NO ENCONTRADO,IM096-00,2012,,,PROPIO,BUENO,35VA,,IM>12,,IM SEGÚN OMS
HERMAN,15-03-2024,CDT - POLICLINICO DE PEDIATRIA,CDT 1ER PISO - POLI PEDIATRÍA,box6,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,SCHILLER,CARDIOVIT-FT1,1060000961,306CC1P0156214,IM097-00,,,,PROPIO,BUENO,30 VA,,IM>12,,IM SEGÚN OMS
HERMAN,19-03-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,MINDRAY,BENEHEART R12,FN-22032778,NO ENCONTRADO,IM098-23,2023,1180885-12-LQ22 / P. Rep. FNDR 2021," $ 3,329,620 ",PROPIO,BUENO,25VA,,IM>12,,IM SEGÚN OMS
HERMAN,14-08-2024,QUIMIOTERAPIA AMBULATORIA ,CDT 2DO PISO,SALA DE QUIMIOTERAPIA AMBULATORIA,Apoyo Diagnóstico,Mediano Costo,Electrocardiógrafo,,MINDRAY,BENEHEART R12,FN-0B023299,NO ENCONTRADO,IM099-22,2022,1552-23-LP22 / Plan Cancer 2022," $ 3,498,362 ",PROPIO,BUENO,25VA,,IM>12,,IM SEGÚN OMS
HERMAN,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrafo,,CADWELL,EASY II,607,NO ENCONTRADO,IM100-00,,,,PROPIO,NO UTIILIZADO,25VA,,IM>12,,
Iliam,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrafo,,NIHON KOHDEN,EEG-1200K,4252,306E1P006377I,IM101-19,2019,,,PROPIO,BUENO,750VA,,IM>12,,
Iliam,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrafo,UNIDAD CONTROLADORA,NIHON KOHDEN,JE-921A,16708,NO ENCONTRADO,IM102-00,,,,PROPIO,BUENO,20W,,IM>12,,
Iliam,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrafo,Lámpara fija,NIHON KOHDEN,LS-703A,92991,NO ENCONTRADO,IM103-00,,,,PROPIO,BUENO,80W,,IM>12,,
HERMAN,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrado con potenciales evocados,,VIASYS,VIKINGQUEST,5320,5320,IM104-00,,,,PROPIO,NO UTIILIZADO,25VA,,IM>12,,
HERMAN,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrado con potenciales evocados,,NATUS,,8GFP6S2,NO ENCONTRADO,IM105-00,,,,PROPIO,BUENO,25VA,,IM>12,,
x|x|,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrafo portátil,,NATUS,TREXHD,8043N2861,NO ENCONTRADO,IM106-20,2020,,,PROPIO,BUENO,25VA,,IM>12,,SERIAL CATASTRADA 8GFP6S2
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,P033,Laboratorio/Farmac,Mediano Costo,Micrótomo,,LEICA,HISTOCORE AUTOCUT,2388,306P1P03317100,IM108-22,2022,,,PROPIO,BUENO,100 VA,,IM>12,,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,P033,Laboratorio/Farmac,Mediano Costo,Micrótomo,,LEICA,HISTOCORE AUTOCUT,2382,306P1P03317100,IM108-22,2022,,,PROPIO,BUENO,100 VA,,IM>12,,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,ANAT. PAT,Laboratorio/Farmac,Alto Costo,Micrótomo automático,,,,2382,NO ENCONTRADO,IM109-22,2022,,,PROPIO,BUENO,100 VA,,IM>12,,
HERMAN,17-06-2024,MEDICINA TRANSFUSIONAL,2DO PISO MED. TRANS.,C253 LAB HEMODERIVADOS,Laboratorio/Farmac,Mediano Costo,Campana de flujo laminar,,NUVE,MN090,02-0178,NO ENCONTRADO,IM110-00,2009,,,PROPIO,BUENO,300W,,IM>12,,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,ANAT. PAT,Laboratorio/Farmac,Alto Costo,Tincionador de láminas,,LEICA,HISTOCORE SPECTRA ST,875,NO ENCONTRADO,IM111-23,2023,,,PROPIO,BUENO,1200 VA,,IM>12,,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,ANAT. PAT,Laboratorio/Farmac,Alto Costo,Tincionador de láminas,,LEICA,HISTOCORE SPECTRA ST,875,NO ENCONTRADO,IM111-23,2023,,,PROPIO,BUENO,1200 VA,,IM>12,,
ALEXANDRA,15-02-2024,ANATOMIA PATOLOGICA,ANAT. PAT,ANAT. PAT,Laboratorio/Farmac,Alto Costo,Tincionador de láminas,,LEICA,HISTOCORE SPECTRA ST,875,NO ENCONTRADO,IM111-23,2023,,,PROPIO,BUENO,1200 VA,,IM>12,,
Iliam,18-06-2024,CDT - POLICLINICO DE UROLOGÍA,1ER PISO CDT,D97 ESTUDIO DE URODINAMIA,Apoyo Diagnóstico,Alto Costo,Torre de urodinamia,SISTEMA ANALIZADOR DE EURODINAMIA,ADVANTECH,AQUARIUS CT,NACT-30006389,NO ENCONTRADO,IM112-23,2023,1180885-12-LQ22,"$60,149,120",PROPIO,BUENO,200W,,IM>12,,
HERMAN,19-06-2024,CDT - POLICLINICO DE CARDIOLOGIA,1ER PISO CDT,SALA TEST DE ESFUERZO,Apoyo Diagnóstico,Alto Costo,Test de esfuerzo,,WELCH ALLYN,QSTRESS,123010001123,NO ENCONTRADO,IM113-23,2023,,,PROPIO,BUENO,NA,,IM>12,,SE CATASTRO CON SERIAL 123330000917
Iliam,19-06-2024,CDT - POLICLINICO DE NEUROLOGIA,1ER PISO CDT,SALA EEG,Apoyo Diagnóstico,Alto Costo,Electroencefalógrado con potenciales evocados,UNIDAD FOTOESTIMULADOR,FULLVISON,TMX428220,FVDC-7773,306E1P006377J,IM113-23,2022,,,PROPIO,NO UTIILIZADO,2800W,,IM>12,,
HERMAN,18-03-2024,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),1ER PISO CDT,box 4,Med. Física y Rehabilitación,Mediano Costo,Equipo de Electroestimulación,,ENRAF NONIUS,ENDOMED 482,45306,NO ENCONTRADO,IM114-22,2022,"Proyecto: ""Reposición equipos y equipamiento prioritarios HRC""",,PROPIO,BUENO,100VA,,IM>12,,
HERMAN,18-03-2024,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),1ER PISO CDT,BOX 6 E027,Med. Física y Rehabilitación,Mediano Costo,Ultrasonoterapia combinada,,ENRAF NONIUS,SONOPLUS 492,45.083,NO ENCONTRADO,IM115-22,2022,"Proyecto: ""Reposición equipos y equipamiento prioritarios HRC""",,PROPIO,BUENO,"15 V / 3,3 A",,IM>12,,
HERMAN,30-01-2024,GINECOLOGIA Y OBSTETRICIA,Maternidad 7mo,TN7121,Mobiliario,Mediano Costo,Cuna de procedimiento,,DRÄGER,BABYTHEM,ASDB-0055,306TN7P712105208,IM116-00,2006,,,PROPIO,BUENO,"240 V / 3,0 A",,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Mobiliario,Mediano Costo,Cuna de procedimiento,,GE HEALTHCARE,1502,86,NO REGISTRADO,IM117-00,,,,PROPIO,BUENO,"240 V / 3,0 A",,IM>12,,
ALEXANDRA,27-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,Pabellon 1,Mobiliario,Mediano Costo,Cuna de procedimiento,,GE HEALTHCARE,1502,G21803838,306M1P0006367,IM118-00,,,,PROPIO,BUENO,"240 V / 3,0 A",,IM>12,,
HERMAN,20-03-2024,NEONATOLOGIA,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Mobiliario,Mediano Costo,Cuna de procedimiento,,GE HEALTHCARE,1502,G21803847,306L1P01206368,IM119-00,,,,PROPIO,BUENO,"240 V / 3,0 A",,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1013,Mobiliario,Clínico,Cama de partos,,HILLROM,AFFINITY P3700,J289AA0202,NO VISAULIZADO,IM120-23,2023,DONACIÓN FEDES,0,PROPIO,BUENO,230 VAC,,IM>12,,DONACIÓN FEDES
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,8VO PISO MECÁNICO,P1095,Mobiliario,Clínico,Cama de partos,,HILLROM,AFFINITY,L342AA4677,306L1P01126357,IM121-00,,,,PROPIO,NO OPERATIVO,230 VAC,,IM>12,,no OPERATIVA
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1013,Mobiliario,Clínico,Cama de partos,,HILLROM,AFFINITY,T334AA6340,NO VISAULIZADO,IM122-00,2019,,,PROPIO,BUENO,230 VAC,,IM>12,,
HERMAN,13-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PABELLÓN 5,Apoyo Quirúrgico,Alto Costo,Mesa qx avanzada,,MAQUET,ALPHACLASSIC-PRO,10082,NO ENCONTRADO,IM123-12,2012,,,PROPIO,BUENO,300VA,,IM>12,,
HERMAN,13-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PABELLÓN 5,Apoyo Quirúrgico,Alto Costo,Mesa qx avanzada,,TRUMPF MEDICAL,TRU SYSTEM 3000SBS,107387263,NO ENCONTRADO,IM124-18,2018,,,PROPIO,BUENO,300 VA,,IM>12,,SE BLOQUEA
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PABELLON 1,Apoyo Quirúrgico,Alto Costo,Mesa qx avanzada,,TRUMPF MEDICAL,MARS,101718822,NO ENCONTRADO,IM125-13,2013,,,PROPIO,BUENO,450 VA,,IM>12,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PABELLON 4,Apoyo Quirúrgico,Alto Costo,Mesa qx avanzada,,TRUMPF MEDICAL,TRU SYSTEM 3000SBS,107382786,NO ENCONTRADO,IM126-18,2018,,,PROPIO,BUENO,300VA,,IM>12,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,pabellon 3,Apoyo Quirúrgico,Alto Costo,Mesa qx avanzada,,TRUMPF MEDICAL,TRU SYSTEM 3000SBS,107390327,NO ENCONTRADO,IM127-18,2018,,,PROPIO,BUENO,300VA,,IM>12,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,pasillo,Apoyo Quirúrgico,Alto Costo,Mesa qx avanzada,,MAQUET,YUNO,62,NO ENCONTRADO,IM128-13,2013,,,PROPIO,BUENO,450 VA,,IM>12,,
