N°,AÑO,FECHA,TIPO,UNIDAD,CANTIDAD,EQUIPO,MARCA,SERIE,OBSERVACIÓN
AE-048-17,2017,11-05-2017,EQUIPO,UPC ADULTO,,"03 REGULAROR DE OXIGENO DE PARED, 02 FRASCOS DE ASPIRACION, 01 UNIDAD DE ASPIRACION",CENTRAL UNIT,CENTRAL UNIT,SI
AE-049-17,2017,12-05-2017,EQUIPO,PSIQUIATRIA,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-050-17,2017,12-05-2017,ACCESORIOS,PABELLON,,05 CABLE TRONCAL SPO2 / 05 SENSOR DE SPO2 MASSIMO,UNIMED,BALDER,SI
AE-051-17,2017,12-05-2017,EQUIPO,UCPP PEDIATRIA,,MODULO PHILLIPS Sn: DE4680DVH0,PHILIPS,ANDOVER,NO
AE-051-17,2017,12-05-2017,EQUIPO,UCPP PEDIATRIA,,01 MODULO DE MONITORIZACION,PHILIPS,ANDOVER,SI
AE-052-17,2017,15-05-2017,EQUIPO,UCE,,"03 Cables interfaz ECG, 03 Latiguillos de ECG (03 derivadas), 02 Cable interfaz PANI, 02 Manguillos PANI, 02 Sensores de Temperaturas.",,,SI
AE-053-17,2017,17-05-2017,EQUIPO,POLI BRONCOPULMONAR,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-054-17,2017,17-05-2017,EQUIPO,MEDICINA NUCLEAR,,01 ELECTROCARDIOGRAFO,COMEN,TDM,NO
AE-055-17,2017,18-05-2017,ACCESORIOS,PABELLON,,05 SENSORES DE TEMPERATURAS Y 03 CABLE DE TEMPERATURA,CORE RAY-GENERIC ELECTRIC ,ISABEL GARRIDO,SI
AE-056-17,2017,18-05-2017,EQUIPO,UCE,,01 BOMBA DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-057-17,2017,25-05-2017,EQUIPO,UPC ADULTO,,01 EQUIPO RX PORTATIL,SHIMADZU,ICLINICS,SI
AE-058-17,2017,29-05-2017,EQUIPO,UCE,,04 BOMBAS DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-059-17,2017,05-06-2017,INSTRUMENTAL,PABELLON,,14 INSTRUMENTAL OFTALMOLOGICO,ALBERT HEISS GMBH / AS MEDIZINTECHMICK,MAINZ MEDICAL,NO
AE-060-17,2017,05-06-2017,ACCESORIOS,ENDOSCOPIA,,30 FILTROS DESINFECTANTES,MEDIAVATOR,ZEPEDA,SI
AE-061-17,2017,05-06-2017,INSTRUMENTAL,POLI UROLOGIA,,03 INSTRUMENTALES,S/M,S/P,NO
AE-062-17,2017,06-06-2017,EQUIPO,CDT,,01 DOPPLER VASCULAR,EDAN,OPTIVISION,NO
AE-063-17,2017,06-06-2017,EQUIPO,PARTO,,01 TRANSDUCTOR TOCO,COROMETRICS,PV EQUIP,SI
AE-064-17_A,2017,08-06-2017,EQUIPO,UPC ADULTO,,03 BOMBAS DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-064-17_B,2017,12-06-2017,EQUIPO,MEDICINA NUCLEAR,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-065-17,2017,12-06-2017,EQUIPO,PABELLON AMBULATORIO,,01 BRAZO DE SOPORTE,S/N,S/N,NO
AE-066-17,2017,13-06-2017,INSTRUMENTAL,POLI UROLOGIA,,01 Obturador de Cistoscopio,,,NO
AE-067-17,2017,29-06-2017,EQUIPO,PEDIATRIA,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-068-17,2017,29-06-2017,EQUIPO,Hospitalizacion Domiciliaria,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-069-17,2017,29-06-2017,EQUIPO,POLI ARO,,01 EVACUADOR DE HUMO,VIROVAC,DOLPHIN MEDICAL ,NO
AE-070-17,2017,29-06-2017,INSTRUMENTAL,POLI ARO,,"01 CARRO DE TRANSPORTE, 06 MANGUERA CORRUGADAS, 10 FILTROS VIROVAC",VIROVAC,DOLPHIN MEDICAL ,NO
AE-071-17,2017,30-06-2017,EQUIPO,NEURO QUIRURGICO,,05 BOMBAS DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-072-17,2017,03-07-2017,EQUIPO,NEURO QUIRURGICO,,01 ELECTROCARDIOGRAFO,BURDICK,S/P,NO
AE-073-17,2017,03-07-2017,EQUIPO,URGENCIA MATERNIDAD,,01 ECOGRAFO,GENERAL ELECTRIC,HOSER,NO
AE-074-17,2017,03-07-2017,ACCESORIO,NEUROQUIRURGICO,,03 FRASCO HUMIDIFICADORES,-----,----,NO
AE-075-17,2017,06-07-2017,EQUIPO,TRAUMATOLOGIA,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-076-17,2017,06-07-2017,ACCESORIO,NEURO QUIRURGICO,,"01 ELECTRODOS DE SUCCION, 01 ELECTRODOS PINZA",-----,----,NO
AE-077-17,2017,07-07-2017,EQUIPO,TRAUMATOLOGIA,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-078-17,2017,10-07-2017,ACCESORIO,NEONATOLOGIA,,02 SENSORES DE OXIGENO,MAXTEC,MEDIPLEX,SI
AE-079-17,2017,10-07-2017,ACCESORIOS,PABELLON,,"04 CABLE ADAPTADOR DE PAI, 12 CABLES INTERFAZ PAI",GENERAL ELECTRIC/ICUMEDICAL,CENCOMEX,SI
AE-080-17,2017,12-07-2017,EQUIPO,PARTO,,01 TRANSDUCTOR TOCO,COROMETRICS,PV EQUIP,SI
AE-081-17,2017,13-07-2017,ACCESORIOS,BLOQUE MEDICO,,01 FRASCO HUMIDIFICADOR,S/M,S/P,NO
AE-082-17,2017,17-07-2017,EQUIPO,LABORATORIO,,01 ANALIZADOR DE CONDUTIVIDAD DEL SUDOR,SWEAT.CHEK,GALENICA,SI
AE-083-17,2017,17-07-2017,EQUIPO,BLOQUE MEDICO,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-084-17,2017,17-07-2017,EQUIPO,POLI BRONCOPULMONAR,,01 INDUCTOR DE SUDOR,SWEAT.CHEK,GALENICA,SI
AE-085-17,2017,17-07-2017,ACCESORIOS,NEURO CIRUGIA,,"04 UNIDADES DE SUCCION, 04 UNIDADES DE OXIGENO, 04 UNIDADES DE AIRE",S/M,C&U,NO
AE-086-17,2017,18-07-2017,EQUIPO,PENSIONADO,,01 MONITOR MULTIPARAMETRO,NIHON KODHEN,S/P,NO
AE-087-17,2017,21-07-2017,ACCESORIOS,PEDIATRIA UCI,,"04 Mangos PANI, 04 Sensor de Temperatur, 04 Cable ECG, 04 Cable SpO₂",PHILIPS,S/P,SI
AE-088-17,2017,21-07-2017,EQUIPO,UCE,,01 BOMBA DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-089-17,2017,25-07-2017,ACCESORIO,PABELLON,,01 Fresa de Trepano,MEDICON,MDA,SI
AE-090-17,2017,25-07-2017,ACCESORIO,PARTO,,01 Transductor US y 01 Transductor TOCO,COROMETRICS,PV EQUIP,SI
AE-091-17,2017,03-08-2017,EQUIPAMIENTO,PENSIONADO,,01 Carro de Transporte para Monitor,S/M,S/P,NO
AE-092-17,2017,04-08-2017,ACCESORIOS,NEONATOLOGIA,,04 CABLE DOBLE ALAMBRE CALEFACTOR,INTERSURGOCAL,PM CONSULTING,NO
AE-093-17,2017,04-08-2017,EQUIPAMIENTO,NEONATOLOGIA,,01 PESA PATRON,PESAMATIC,PESAMATIC S.A.,SI
AE-094-17,2017,07-08-2017,ACCESORIOS,PABELLON,,03 FIBRAS OPTICAS PARA LASER ,COOK MEDICAL,CENCOMEX,NO
AE-095-17,2017,09-08-2017,EQUIPO,BLOQUE MEDICO,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-096-17,2017,22-08-2017,EQUIPO,PABELLON,,01 VIDEOLARINGO,STORTZ,REICH,SI
AE-097-17,2017,24-08-2017,ACCESORIOS,PABELLON,,02 SENSOR OXIMETRIA,UNIMED,BALDER,SI
AE-098-17,2017,25-08-2017,EQUIPO,NEONATOLOGIA,,01 NEOPUFF,FISHER&PAYKEL,S/P,
AE-099-17,2017,29-08-2017,EQUIPO,UPC ADULTO,,01 VENTILADOR MECANICO TRANSPORTE,HAMILTON,IMEDICA,SI
AE-100-17,2017,30-08-2017,ACCESORIO,BLOQUE QUIRURGICO,,08 PINZAS ELECTRODOS 12 ELECTRODOS DE SUCCION,S/M,PVM,NO
AE-101-17,2017,31-08-2017,ACCESORIO,PABELLON,,01 PIEZA DE ANCLAJE RAPIDO,J&J,J&J,SI
AE-102-17,2017,31-08-2017,INSUMO,PABELLON,,01 PAR DE OPTICA 10x,REICHMANN,REICHMANN,SI
AE-103-17,2017,01-09-2017,INSUMO,U. EMERGENCIA,,"03 FRASCOS HUMEDIFICADORES, 01 TOMA DE OXIGENO, 02 TOMA DE AIRE PARED, 01 UNIDAD DE SUCCION, 1 MANGO ADULTO NORMAL (27), 01 SENSOR DE OXIMETRIA MULTISITIO ",VARIOS,,SI
AE-104-17,2017,01-09-2017,EQUIPO,U. EMERGENCIA,,02 UNIDADES DE SUCCION COMPLETA,SUCCTION UNITS,GASTÓN ROJAS LEYTON INGENIERÍA E.I.R.L,SI
AE-105-17,2017,01-09-2017,EQUIPO,PENSIONADO,,01 ABDOMINAL TRANSDUCTER BELT (ACCESORIO DE MONITOR CARDIOFETAL),S/M,S/P,NO
AE-106-17,2017,06-09-2017,EQUIPO,U. EMERGENCIA,,01 UNIDAD DE SUCCION COMPLETA,SUCCTION UNITS,GASTÓN ROJAS LEYTON INGENIERÍA E.I.R.L,SI
AE-107-17,2017,06-09-2017,EQUIPO,UPC ADULTO,,05 BOMBAS DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-108-17,2017,06-09-2017,EQUIPO,NEONATOLOGIA,,03 BOMBAS DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-109-17,2017,06-09-2017,EQUIPO,UCE,,01 BOMBAS DE INFUSION,HOSPIRA,HOSPIRA,NO
AE-110-17,2017,07-09-2017,EQUIPO,U. EMERGENCIA,,01 REGULADOR DE OXIGENO,CORPUS,INDURA,SI
AE-111-17,2017,28-09-2017,EQUIPO,ENDOSCOPIA,,01 VIDEO BRONCOSCOPIO,FUJIFILMS,ZEPEDA,SI
AE-112-17,2017,11-10-2017,ACCESORIOS,UPC ADULTO,,01 CABLE CONECTOR DE PRESION INVASIVA,ICUMEDICAL,CENCOMEX,NO
AE-113-17,2017,11-10-2017,ACCESORIO ,NEONATOLOGIA,,01 BOMBA DE JERINGA ,INJECTOMAT AGILIA,FRESENIUS KABI,NO
AE-114-17,2017,12-10-2017,EQUIPO,"CDT, POLI DERMATOLOGIA",,01 LAMPARA DE PROCEDIMIENTO,PROVITA,RUDOLF,NO 
AE-115-17,2017,18-10-2017,ACCESORIOS,UCE ,,"01 MANGO DE PRESION, 02 CABLE TRONCAL ECG, 02 CABLE LEADS DERIVADAS, 02 SENSOR SpO2 ",UNIMED,BALDER,SI
AE-116-17,2017,23-10-2017,ACCESORIO,U. EMERGENCIA,,01 UNIDAD DE SUCCION COMPLETA,SUCCION UNITS,GASTÓN ROJAS LEYTON INGENIERÍA E.I.R.L,SI
AE-117-17,2017,25-10-2017,ACCESORIOS,U. EMERGENCIA,,"01 SENSOR SPO2, 01 MANGUERA PANI",UNIMED,CLIMATIZACION ISABEL,SI
AE-118-17,2017,25-10-2017,EQUIPO,UCE,,01 MONITOR MULTIPARAMETRO,PHILIPS,S/P,NO
AE-119-17,2017,26-10-2017,EQUIPO,UPC ADULTO,,01 MONITOR MULTIPARAMETRO ,PHILIPS,S/P,SI
AE-120-17,2017,31-10-2017,EQUIPO,PABELLON,,02 BAIR HUGGER,3M,PV EQUIP,NO
AE-121-17,2017,03-11-2017,INSTRUMENTAL,PABELLON,,"03 TOWEL FORCEPS, 02 ULTRATA CAPSULORHEIX, 02 BARRAQUER SUTURE FORCERP",,MAINZ MEDICAL,
AE-122-17,2017,03-11-17,ACCESORIOS,PARTO,,01 TRANSDUCTOR US,COROMETRICS,PV EQUIP,SI
AE-123-17,2017,07-11-2017,ACCESORIOS,CDT,,"05 AGUJAS, 02 SPECTRA, 07 ELECTRODOS",NATUS,INTERNATIONAL CLINIC,SI
AE-124-17,2017,07-11-2017,EQUIPO,ENDOSCOPIA,,01 VIDEOPANENDOSCOPIO,FUJINONO,ZEPEDA,EQUIPO EN PRESTAMO
"AE-125-17
",2017,10-11-2017,EQUIPO,UPC,,04 BOMBA DE INFUSION,HOSPIRA,HOSPIRA,COMODATO
AE-127-17,2017,17-11-2017,ACCESORIOS,CDT,,01 CABLE ELECTRODO TIERRA,ALPINE BIOMED,IMEDICA,SI
AE-128-17,2017,17-11-2017,ACCESORIOS,CDT,,02 AGUJAS HOLDER DESECHABLES,NATUS,IMEDICA,SI
AE-126-17,2017,20-11-2017,ACCESORIOS,UPC,,03 SENSOR ESOFAGICO,,,
AE-126-17,2017,20-11-2017,ACCESORIOS,UPC,,05 SENSOR  DE TEMPERATURA,,,
AE-126-17,2017,20-11-2017,ACCESORIOS,UPC,,03 SENSORES TEMPERATURA 05 SENSORES TEMPERATURA,,,SI
AE-128-17,2017,22-11-2017,EQUIPO,PEDIATRIA ,,"04 FLUJOMETROS 0,1- 1,5",RTM3,FYF,SI
AE-129-17,2017,24-11-2017,EQUIPO,PABELLON,,02 CALENTADOR BAIRHUGGER,ARIZANT,PV EQUIP,
AE-129-17,2017,24-11-2017,EQUIPO,PABELLON,,02 CALENTADOR BAIRHUGGER,ARIZANT HEALTHCARE INC,PV EQUIP,NO
AE-130-17,2017,24-11-2017,EQUIPO,LABORATORIO,,01 CENTRIFUGA,THERMO,GRUPO BIOS,SI
AE-131-17,2017,24-11-2017,EQUIPO,CDT ,,01 ENDOSCOPIO,FUJINON,ZEPEDA,NO
AE-130-17,2017,30-11-2017,EQUIPO,NEUROCIRUGIA,,"02 TOMAS DE VACIO, 02 TOMAS DE AIRE, 02 TOMAS DE OXIGENO",MEDIMAXKORCA,MEDIMAXKORCA,
AE-132-17,2017,01-12-2017,ACCESORIOS,PABELLON,,"02 MANGOS PANI, 02 CABLE TRONCAL SpO2, 02 SENSORES SpO2, 02 SENSOR DE TEMPERATURA, 01 CABLE ECG",UNIMED,BALDER,SI
AE-131-17,2017,04-12-2017,EQUIPO,PABELLON,,01 ELECTROBISTURI,VALLEYLABS,MEDTRONIC,SI
,2017,04-12-2017,EQUIPO ,PABELLON,,01 ELECTRO BISTURI ,VALLEYLABS,,SI 
AE-134,2017,12-12-2017,EQUIPO,CDT,,01 ELECTROCARDIOGRAFO,PHILLIPS,ANDOVER,SI
AE-135-17,2017,18-12-2017,EQUIPO,CDT ENDOSCOPIA,,03 VIDEOPANENDOSCOPIO /01 VIDEOCOLONOSCOPIO,FUJINON,ZEPEDA,NO
AE-138-17,2017,19-12-2017,EQUIPO,PABELLON,,VENTILADOR MECANICO,PM CONSULTING,SLE UNLIMITED,SI
AE-136-17,2017,20-12-2017,EQUIPO,CDT OTORRINOLARINGOLOGIA,,01 RINOFARINGOLARINGOSCOPIO,REICH,STORZ,SI
AE-140-17,2017,28-12-2017,EQUIPO,PABELLON,,01 EQUIPO RX,GEMSS,INTERNATIONAL CLINIC,
AE-141-17,2017,29-12-2017,EQUIPO,UCE,,01 RX PORTATIL,SHIMADZU,INTERNATIONAL CLINIC,
AE-142-17,2017,29-12-2017,EQUIPO,POLI GINECOLOGIA,,01 ECOGRAFO Y ACCESORIOS,GENERIC ELECTRIC,HOSER INGENIERIA,
AE-047-18,2018,01-01-2018,NULO,NULO,,NULO,NULO,NULO,
AE-001-18,2018,04-01-2018,ACCESORIOS,PABELLON,,02 MANGUILLOS PANI,,ABM MEDICAL,SI
AE-002-18,2018,12-01-2018,ACCESORIOS,UPC,,01 CABLE TRONCAL DE PRESIÓN INVASIVA,ICUMEDICAL,CENCOMEX,
AE-003-18,2018,18-01-2018,EQUIPO,HEMODIALISIS,,01 MONITOR MULTOPARAMETROS,DASH 2500,GE,NO
AE-004-18,2018,19-01-2018,EQUIPO,MEDICINA NUCLEAR,,01 HOLDER ,PHILIPS,PHILLIPS,
AE-005-18,2018,23-01-2018,EQUIPO,ENDOSCOPIA,,01 VIDEOCOLONOSCOPIO,EC-590ZW,FUJINON,NO
AE-006-18,2018,24-01-2018,EQUIPO,PABELLON,,03 CALENTADOR PACIENTE,M775,BEARHUGGER,NO
AE-007-18,2018,24-01-2018,EQUIPO,UCP,,01 CALENTADOR PACIENTE,M775,BEARHUGGER,NO
AE-008-18,2018,24-01-2018,EQUIPO,UCPP PEDIATRIA,,01 CALENTADOR PACIENTE,M775,BEARHUGGER,NO
AE-009-18,2018,25-01-2018,EQUIPO,UCE,,02 REGULADOR DE OXIGENO,,NEGAMED S.A,SI
AE-010-18,2018,26-01-2018,ACCESORIOS,PABELLON,,01 SENSOR SPO2. 01 MODULO MULTIMED. 01 CABLE INTERMEDIO SPO2,DRAGERQ,DRAGER,SI
AE-011-18,2018,29-01-2018,EQUIPO,SERVICIOS GENERALES,,01 REGULADOR DE OXIGENO, ,NEGAMED S.A,
AE-012-18,2018,30-01-2018,EQUIPO,PARTO,,01 MONITOR DESFIBRILADOR,TEC-5531E,NIHON KOHDEN,NO
AE-012-18,2018,30-01-2018,EQUIPO,PARTO,,01 MONITOR DESFIBRILADOR,NIHON KOHDEN,S/P,
AE-013-18,2018,30-01-2018,ACCESORIOS,UPC,,03 CUERPO VALVULA 08 CUERPO VALVULA 25 SENSORES FLUJOS 08 MEMBRANA 08 CUERPO G5 30 INTELLICUFF,HAMILTON,HAMILTON,SI
AE-013-18,2018,30-01-2018,ACCESORIOS,PEDIATRIA,,"03 CUERPOS DE VALVULA (C1), 01 CUERPO DE VALVULA (C3), 20 SENSORES DE FLUJO ",HAMILTON,IMEDICAL,
AE-014-18,2018,30-01-2018,ACCESORIOS,PABELLON,,44 ACCESORIOS DE CIRUGIA,UNIDRIVE,REICH,
AE-015-18,2018,30-01-2018,ACCESORIOS,UPC,,"03 CUERPOS DE VALVULA (C1), 08 CUERPO DE VALVULA (G5), 25 SENSORES DE FLUJO, 30 INTERCUFF, 08 MEMBRANA RESPIRATORIA ",HAMILTON,IMEDICAL,
AE-016-18,2018,30-01-2018,ACCESORIOS,PABELLON,,01 SESOR SPO2,DRAGER,DRAGER,
AE-017-18,2018,31-01-2018,EQUIPO,PABELLON,,01 CONSOLA ARTOSCOPIA 01 PIEZA MANO,KARL STORZ,REICH,NO
AE-017-18,2018,01-02-2018,EQUIPO,LABORATORIO,,01 REFRIGERADOR,BIOBASE,MELDIC,
AE-018-18,2018,02-02-2018,EQUIPO,BLOQUE MEDICO,,01 DESFIBRILADOR,NIHON KOHDEN,S/P,
AE-019-18,2018,02-02-2018,EQUIPO,MEDICINA NUCLEAR,,01 ESFINGOMANOMETRO,WELCH ALLYN,S/P,
AE-020-18,2018,08-02-2018,ACCESORIOS,PABELLON,,"01 MODULO MULTIMED, 01 CABLE INTERMEDIO SPO2",DRAGER,DRAGER,
AE-021-18,2018,08-02-2018,EQUIPOS,UCPP PEDIATRIA,,"01 FUENTE DE LUZ, 01 FIBROBRONCOSCOPIO",FUJINON,ZEPEDA,
AE-022-18,2018,14-02-2018,EQUIPO,UPC,,01 CAMA ELECTRICA,STRYKER,STRYKER,
AE-023-18,2018,14-02-2018,ACCESORIOS,MEDICINA NUCLEAR,,01 SET DE EXTREMIDADES,GENERIC ELECTRIC,S/P,
AE-024-18,2018,15-02-2018,ACCESORIOS,PABELLON,,01 SESOR SPO2,DRAGER,DRAGER,
AE-025-18,2018,16-02-2018,ACCESORIO,PARTO,,01 Cinta Abdominal Para Transductor,GENERIC ELECTRIC,S/P,
AE-026-18,2018,16-02-2018,EQUIPO,URGENCIA MATERNIDAD,,01 EQUIPO AIRE ACONDICIONADO,ANWO,ANWO,
AE-027-18,2018,20-02-2018,EQUIPOS,UPC,,"01 COLCHON ANTIESCARA, 01 SISTEMA DE COMPRESION ",COVIDEN,S/P,
AE-028-18,2018,20-02-2018,EQUIPO,BLOQUE QUIRURGICO,,01 BOMBA DE INFUSION,HOSPIRA,HOSPIRA,
AE-029-18,2018,21-02-2018,EQUIPOS,PEDIATRIA,,03 BOMBA DE INFUSION,HOSPIRA,HOSPIRA,
AE-030-18,2018,27-02-2018,EQUIPO,PARTO,,01 BOMBA DE INFUSION,HOSPIRA,HOSPIRA,
AE-031-18,2018,28-02-2018,EQUIPO,ENDOSCOPIA,,01 VIDEOBRONCOSCOPIO,FUJINON,ZEPEDA,
AE-032-18,2018,06-03-2018,ACCESORIO,URGENCIA,,02 SENSOR SPO2,UPNMED,CLIMATIZACION ISABEL GARRIDO,
AE-033-18,2018,06-03-2018,EQUIPO,UPC ,,03 BOMBA DE INFUSION VOLUMETRICA,HOSPIRA,HOSPIRA ,
AE-034-18,2018,08-03-2018,ACCESORIO,OPERACIONES,,06 TOMAS HEMBRA DE PARED PARA AIRE,,,
AE-034-18,2018,08-03-2018,ACCESORIO,OPERACIONES,,12 TOMAS HEMBRA DE PARED PARA OXIGENO,,,
AE-034-18,2018,08-03-2018,ACCESORIO,OPERACIONES,,12 TOMAS HEMBRA DE PARED PARA VACIO,,,
AE-035-18,2018,13/03/2018,ACCESORIOS,MEDICINA NUCLEAR,,03 TOMAS VACIO-03 TOMAS AIRE-03 TOMAS OXIGENO,C&U,,
AE-036-18,2018,16/03/2018,ACCESORIOS,BLOQUE MÉDICO,,02 REGULADOR DE OXIGENO-02FRASCOS MODIFICACION,,,
AE-037-18,2018,19/03/2018,ACCESORIOS,URGENCIA,,03 TOMAS DE OXÍGENO,C&U,,
AE-038-18,2018,20/03/2018,ACCESORIOS,PABELLÓN,,01 CABLE MULTIMED,DRAGER,DRAGER,
AE-038-18,2018,20/03/2018,ACCESORIOS,PABELLÓN,,02 SENSOR SPO2 PEDIATRICO,UNIMED,BALDER,
AE-038-18,2018,20/03/2018,ACCESORIOS,PABELLÓN,,01 SENSOR SPO2 PEDIATRICO,UNIMED,BALDER,
AE-038-18,2018,20/03/2018,ACCESORIOS,PABELLÓN,,02 SENSOR SPO2 PEDIATRICO,UNIMED,BALDER,
AE-038-18,2018,20/03/2018,ACCESORIOS,PABELLÓN,,02 SENSOR SPO2 ADULTO,UNIMED,BALDER,
AE-039-18,2018,21/03/2018,,,,SET DE INSTRUMENTACION VLP,,,
AE-040-18,2018,21/03/2018,EQUIPO,POLICLÍNICO GINEOLOGÍA,,VIDEOCOLPOSCOPIO,LEISEGANG,IMH,
AE-041-18,2018,21/03/2018,EQUIPO,POLICLÍNICO GINEOLOGÍA,,ELECTROBISTURÍ,COVIDIEN,METRONIC,
AE-042-18,2018,23/03/2018,ACCESORIO,BLOQUE MÉDICO,,BOMBA ASPIRACIÓN,THOMAS,,
AE-043-18,2018,02/04/2018,EQUIPO,ENDOSCOPIA,,VIDEOCOLONOSCOPIO ,FUJIFILM,ZEPEDA,
AE-044-18,2018,04/04/2018,EQUIPO,OFTALMOLOGÍA,,01 TAPA PROTECTORA,NIDEK,,
AE-044-18,2018,04/04/2018,EQUIPO,OFTALMOLOGÍA,,PEDAL,NIDEK,,
AE-044-18,2018,04/04/2018,EQUIPO,OFTALMOLOGÍA,,SONDA A,NIDEK,,
AE-044-18,2018,04/04/2018,EQUIPO,OFTALMOLOGÍA,,SONDA B,NIDEK,,
AE-045-18,2018,04/04/2018,ACCESORIO,OFTALMOLOGÍA,,MANUAL DE USUARIO,NIDEK,,
AE-046-18,2018,05/04/2018,EQUIPO,ENDOSCOPIA,,VIDEODUODENOSCOPIO,FUJIFILM,ZEPEDA,
AE-048-18,2018,10/04/2018,ACCESORIO,EEMM E ING. CLÍNICA,,TIMBRES PERSONALES,,,
AE-049-18,2018,17/04/2018,EQUIPO,UPC,,BOMBAS DD INFUSIÓN VOLUMÉTRICA,HOSPIRA,HOSPIRA,
AE-050-18,2018,17/04/2018,EQUIPO Y ACC.,UPC,,MONITOR MULTIPARÁMETRO,PHILIPS,,
AE-050-18,2018,17/04/2018,EQUIPO Y ACC.,UPC,,MODULO,PHILIPS,,
AE-050-18,2018,17/04/2018,EQUIPO Y ACC.,UPC,,BATERÍA ,ENERGY+,,
AE-050-18,2018,17/04/2018,EQUIPO Y ACC.,UPC,,CABLE ECG-SENSOR SP02-MANGUERA PANI-MANGUILLO PANI,S/M,,
AE-051-18,2018,17/04/2018,ACCESORIOS,MEDICINA NUCLEAR,,5 BULTOS DE PHILIPS,,,
AE-051-18,2018,17/04/2018,ACCESORIOS,MEDICINA NUCLEAR,,2 MANGOS PANI 27-35 CM,,,
AE-051-18,2018,17/04/2018,ACCESORIOS,MEDICINA NUCLEAR,,2 MANGOS PANI 34-43 CM,,,
AE-052-18,2018,18/04/2018,ACCESORIO,BLOQUE MÉDICO,,04 BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-054-18,2018,18/04/2018,EQUIPO,URGENCIA,,MÁQUINA DE ANESTESIA ,DRAGER,,
AE-054-18,2018,18/04/2018,EQUIPO,URGENCIA,,MONITOR MULTIPARÁMETRO,DRAGER,,
AE-054-18,2018,18/04/2018,EQUIPO,URGENCIA,,SCIO,DRAGER,,
AE-054-18,2018,18/04/2018,EQUIPO,URGENCIA,,VAPORIZADOR ISOFLURANO,DRAGER,,
AE-054-18,2018,18/04/2018,EQUIPO,URGENCIA,,VAPORIZADOR SEVOFLURANO,DRAGER,,
AE-053-18,2018,19/04/2018,ACCESORIO,HOSPITALIZACION DOMICILIARIA,,02 REGULADOR DE OXÍGENO,,,
AE-055-18,2018,19/04/2018,EQUIPO,URGENCIA,,REFRIGERADOR VERTICAL,HAIER,,
AE-056-18,2018,23/04/2018,EQUIPO,PABELLÓN,,01 ADAPTADOR SIERRA,SYNTHES,JOHSON-JOHSON,
AE-056-18,2018,23/04/2018,EQUIPO,PABELLÓN,,01 CAJA DE MOTOR SYNTHES 1,SYNTHES,JOHSON-JOHSON,
AE-057-18,2018,23/04/2018,ACCESORIO,PABELLÓN,,01 PIEZA DE MANO SHAVER - 01 CONTENEDOR,REICH,,
AE-058-18,2018,23/04/2018,ACCESORIO,PABELLÓN,,REGULADOR DE OXÍGENO,,,
AE-059-18,2018,25/04/2018,ACCESORIO,BLOQUE QUIRÚRGICO ,,BOMBA DE INFUSIÓN ,HOSPIRA,,
AE-059-18,2018,25/04/2018,ACCESORIO,REGULADOR DE OXÍGENO ,,,,,
AE-060-18,2018,26/04/2018,ACCESORIO,UCE,,REGULADOR DE OXÍGENO,,,
AE-061-18,2018,07/05/2018,ACCESORIO,ENDOSCOPIA,,01TOMA DE VACÍO,MEDIMAXKORCA,,
AE-062-18,2018,09/05/2018,ACCESORIO,URGENCIA,,04 PINZAS PARA ELECTRODOS,,,
AE-063-18,2018,11/05/2018,EQUIPO,MEDICINA NUCLEAR,,DETECTOR DE RADIACIÓN,TECH.ASS,,
AE-064-18,2018,14/05/2018,EQUIPO,UCE,,PROGRAMADOR DE MARCA PASOS,MERLÍN,,
AE-065-18,2018,14/05/2018,EQUIPO,BLOQUE QUIRÚRGICO ,,01 LARINGOSCOPIO,WELCH ALLYN,,
AE-066-18,2018,14/05/2018,EQUIPO,BLOQUE QUIRÚRGICO ,,01 LARINGOSCOPIO,MEDIPLEX,,
AE-066-18,2018,14/05/2018,EQUIPO,BLOQUE QUIRÚRGICO ,,02 HOJA CURVA,MEDIPLEX,,
AE-067-18,2018,14/05/2018,ACCESORIOS,PEDIATRÍA,,03 UNIDADES DE SUCCIÓN ,MEDIMAXKOREA,,
AE-068-18,2018,15/05/2018,EQUIPO Y ACC.,POLI CARDIOLOGÍA,,01 HOLTER PRESIÓN + ACCESORIOS,,,
